,index,population,supermarket
390,220710006053025,44.0,2553.2
391,220710006053026,78.0,2096.9
392,220710006053027,11.0,1833.0
393,220710006053029,18.0,1692.5
394,220710006053030,33.0,1710.1
395,220710006053034,8.0,1871.0
396,220710006053050,7.0,1479.6
397,220710006053052,14.0,2211.7
398,220710006053054,52.0,1499.6
399,220710006053055,57.0,1614.9
400,220710006053056,31.0,1827.5
401,220710006053057,16.0,1914.2
402,220710006061002,44.0,2216.1
403,220710006061003,207.0,2416.2
404,220710006061004,40.0,1782.7
405,220710006061005,23.0,1765.4
406,220710006061008,205.0,1900.2
407,220710006061009,255.0,1887.2
408,220710006061014,134.0,1952.3
409,220710006061015,53.0,2115.1
410,220710006061016,51.0,2031.8
411,220710006061017,34.0,1957.2
412,220710006061018,34.0,1754.2
413,220710006061020,36.0,1781.6
414,220710006061021,98.0,1846.0
415,220710006061022,35.0,2040.9
416,220710006061023,41.0,1524.4
417,220710006061024,65.0,1360.2
418,220710006062000,146.0,1416.5
419,220710006062001,71.0,1264.3
420,220710006062002,49.0,1054.5
421,220710006062003,45.0,1147.3
422,220710006062004,43.0,931.8
423,220710006062005,55.0,838.1
424,220710006062006,116.0,890.2
425,220710006062007,41.0,902.1
426,220710006062009,41.0,787.6
427,220710006062010,94.0,726.6
428,220710006062011,125.0,810.5
429,220710006062012,110.0,797.5
430,220710006062013,118.0,739.1
431,220710006062014,111.0,681.2
432,220710006062015,14.0,599.6
433,220710006062016,57.0,576.0
434,220710006062018,112.0,487.4
435,220710006062019,87.0,675.2
436,220710006062020,47.0,700.5
437,220710006062021,26.0,608.9
438,220710006062022,28.0,582.9
439,220710006063000,62.0,1482.0
440,220710006063002,123.0,1447.1
441,220710006063003,60.0,1405.8
442,220710006063004,49.0,1466.1
443,220710006063005,118.0,1558.7
444,220710006063006,65.0,1476.7
445,220710006063008,29.0,1514.1
446,220710006063009,34.0,1305.4
447,220710006063011,41.0,1202.9
448,220710006063012,128.0,1173.3
449,220710006063013,72.0,1363.2
450,220710006063014,85.0,1117.7
451,220710006063015,68.0,1210.2
452,220710006063016,65.0,1059.2
453,220710006063017,40.0,1113.9
454,220710006063018,1.0,1021.5
455,220710006063022,34.0,1056.1
456,220710006063024,18.0,985.9
457,220710006063025,92.0,1100.3
458,220710006063026,83.0,1352.6
459,220710006063027,61.0,1386.2
460,220710006063028,52.0,1080.8
461,220710006063029,40.0,1041.1
462,220710006063030,35.0,1100.8
463,220710006071003,19.0,2995.9
464,220710006071005,21.0,2813.2
465,220710006071006,29.0,2671.6
466,220710006071007,16.0,2817.5
467,220710006071008,50.0,2699.5
468,220710006071009,17.0,2985.8
469,220710006071010,13.0,3097.2
470,220710006071011,36.0,3285.6
471,220710006071012,65.0,3044.9
472,220710006071014,68.0,2852.7
473,220710006071015,108.0,2477.1
474,220710006071016,34.0,2408.1
475,220710006071017,18.0,2325.6
476,220710006071018,23.0,2498.1
477,220710006071019,59.0,2747.3
478,220710006071020,50.0,2644.4
479,220710006071021,59.0,2320.3
480,220710006071022,22.0,2159.0
481,220710006071023,14.0,2164.2
482,220710006071024,22.0,2329.4
483,220710006072003,68.0,2213.6
484,220710006072004,14.0,2193.6
485,220710006072006,66.0,2303.7
486,220710006072007,31.0,2402.4
487,220710006072008,39.0,2664.5
488,220710006072009,51.0,2486.6
489,220710006072010,50.0,2011.3
490,220710006072011,121.0,2340.0
491,220710006072012,55.0,2143.8
492,220710006072013,7.0,2081.5
493,220710006072014,37.0,1960.1
494,220710006072015,85.0,2242.8
495,220710006072016,93.0,2178.2
496,220710006072017,91.0,2112.2
497,220710006072018,52.0,1778.0
498,220710006072019,97.0,2055.3
499,220710006072020,6.0,2302.4
500,220710006072021,121.0,1967.6
501,220710006072022,55.0,1709.9
502,220710006072024,69.0,1948.9
503,220710006072025,10.0,2399.8
504,220710006073002,79.0,1880.8
505,220710006073003,71.0,2027.2
506,220710006073004,103.0,2171.1
507,220710006073005,35.0,2314.5
508,220710006073006,6.0,2311.2
509,220710006073007,108.0,1762.5
510,220710006073008,38.0,1684.4
511,220710006073009,72.0,1863.2
512,220710006073010,68.0,1912.2
513,220710006073011,57.0,1974.2
514,220710006073013,128.0,1806.2
515,220710006073014,152.0,1800.7
516,220710006073015,86.0,1620.5
517,220710006073016,98.0,1559.4
518,220710006073017,97.0,1369.0
519,220710006073018,79.0,1692.4
520,220710006073019,95.0,1504.3
521,220710006073020,35.0,1385.6
522,220710006073021,41.0,1544.0
523,220710006073022,128.0,1286.7
524,220710006073023,37.0,1267.1
525,220710006073024,41.0,1007.4
526,220710006073025,46.0,1076.9
527,220710006073026,48.0,1247.1
528,220710006111005,42.0,3396.9
529,220710006111011,32.0,3498.1
530,220710006111013,34.0,3734.6
531,220710006111014,19.0,4401.9
532,220710006111020,39.0,3257.2
533,220710006111021,14.0,3247.6
534,220710006111022,49.0,3118.6
535,220710006111023,56.0,3013.5
536,220710006111024,48.0,2962.1
537,220710006111025,56.0,3043.8
538,220710006111026,118.0,3285.1
539,220710006111027,3.0,3119.8
540,220710006111028,30.0,3808.4
