,index,population,supermarket
818,080310007012001,73.0,1467.9
819,080310007012002,89.0,1535.9
820,080310007012003,54.0,1625.7
821,080310007012004,61.0,1532.8
822,080310007012005,54.0,1432.2
823,080310007012006,74.0,1607.1
824,080310007012007,68.0,1513.2
825,080310007012008,74.0,1420.3
826,080310007012009,61.0,1332.8
827,080310007012010,85.0,1263.7
828,080310007012011,88.0,1162.8
829,080310007012012,71.0,1158.6
830,080310007012013,101.0,1082.0
831,080310007012014,55.0,1224.6
832,080310007012015,61.0,1475.3
833,080310007013000,137.0,1332.6
834,080310007013001,67.0,1232.4
835,080310007013002,117.0,1133.5
836,080310007013003,55.0,1037.4
837,080310007013004,44.0,945.3
838,080310007013005,39.0,851.8
839,080310007013006,61.0,1051.6
840,080310007013007,136.0,1210.5
841,080310007013008,81.0,1239.1
842,080310007013009,139.0,1338.7
843,080310007013010,106.0,1437.4
844,080310007013011,244.0,1595.8
845,080310007013012,87.0,1644.7
846,080310007013013,50.0,1548.4
847,080310007013014,30.0,1318.3
