,index,population,supermarket
523,530330008002019,108.0,2612.3
524,530330009001001,122.0,1560.9
525,530330009001002,66.0,1104.6
526,530330009001003,33.0,1295.4
527,530330009001004,34.0,1524.8
528,530330009001005,72.0,1602.8
529,530330009001006,269.0,2733.3
530,530330009001007,39.0,1826.0
531,530330009001008,17.0,2803.0
532,530330009001010,100.0,1599.7
533,530330009001011,59.0,2310.4
534,530330009001012,53.0,2408.0
535,530330009001013,34.0,2503.6
536,530330009001014,42.0,2472.1
537,530330009001015,49.0,2559.0
538,530330009001016,49.0,2631.4
539,530330009001017,14.0,2681.4
540,530330009001018,21.0,2880.2
541,530330009001019,20.0,2701.7
542,530330009002001,107.0,2915.8
543,530330009002005,51.0,2005.5
544,530330009002006,99.0,2182.7
545,530330009002008,4.0,2517.6
546,530330009002009,58.0,2812.7
547,530330009002010,40.0,2823.7
548,530330009002015,38.0,2685.9
549,530330009002016,30.0,2487.6
550,530330009002017,38.0,2396.2
551,530330009002018,39.0,2590.0
552,530330009002020,81.0,2438.6
553,530330009002023,169.0,2376.6
554,530330009002024,65.0,2569.3
555,530330009002025,43.0,2285.4
556,530330009002026,39.0,2195.3
557,530330009002028,20.0,2251.6
558,530330009002030,5.0,2422.4
559,530330010001000,52.0,1524.4
560,530330010001001,64.0,1764.5
561,530330010001003,36.0,1387.4
562,530330010001004,101.0,1410.1
563,530330010001005,60.0,1379.4
564,530330010001006,33.0,1610.2
565,530330010001007,234.0,1767.9
566,530330010001008,38.0,1750.2
567,530330010001009,157.0,2208.3
568,530330010001010,59.0,1599.4
569,530330010001011,68.0,1592.0
570,530330010002000,13.0,2107.1
571,530330010002001,169.0,2394.0
572,530330010002002,97.0,2439.1
573,530330010002003,174.0,2255.8
574,530330010002004,59.0,1869.3
575,530330010002005,62.0,1774.3
576,530330010002006,148.0,1754.7
577,530330010002007,200.0,2072.4
578,530330010002008,84.0,2148.1
579,530330010002009,22.0,2149.2
580,530330010002010,11.0,2374.2
581,530330011001000,70.0,1510.9
582,530330011001001,90.0,1354.8
583,530330011001002,62.0,1249.3
584,530330011001003,61.0,1107.3
585,530330011001004,65.0,1157.4
586,530330011001005,59.0,1007.6
587,530330011001006,17.0,854.8
588,530330011001007,2.0,779.8
589,530330011001008,109.0,552.6
590,530330011001009,24.0,846.1
591,530330011001010,39.0,795.7
592,530330011001011,68.0,888.1
593,530330011001012,52.0,1123.8
594,530330011001013,30.0,1140.8
595,530330011001014,69.0,1265.6
596,530330011001015,52.0,1679.6
597,530330011001016,143.0,1297.5
598,530330011001017,23.0,1223.7
599,530330011001018,39.0,1440.8
600,530330011001019,69.0,1270.2
601,530330011001020,80.0,1213.0
602,530330011002000,68.0,998.9
603,530330011002001,61.0,698.7
604,530330011002002,83.0,602.9
605,530330011002003,31.0,754.0
606,530330011002004,27.0,967.5
607,530330011002005,46.0,1058.1
608,530330011002006,27.0,1062.6
609,530330011002007,20.0,1039.9
610,530330011002008,208.0,1067.5
611,530330011002009,50.0,1220.1
612,530330011002010,63.0,1037.1
613,530330011002011,40.0,1469.3
614,530330011002012,45.0,1269.9
615,530330011002013,15.0,1498.0
616,530330011002014,265.0,1536.5
617,530330011002015,50.0,1946.3
618,530330011002016,45.0,1472.2
619,530330011002017,50.0,1692.0
620,530330011002018,19.0,1610.8
621,530330011002019,67.0,2135.4
622,530330012001000,43.0,692.4
623,530330012001001,54.0,449.6
624,530330012001002,20.0,387.1
625,530330012001003,42.0,482.7
626,530330012001005,69.0,323.7
627,530330012001006,55.0,114.7
628,530330012001007,59.0,411.6
629,530330012001008,45.0,409.1
630,530330012001009,47.0,339.2
631,530330012001010,35.0,214.7
632,530330012001011,90.0,392.4
633,530330012001012,166.0,964.4
634,530330012001013,8.0,1088.2
635,530330012001014,42.0,735.5
636,530330012001015,37.0,1078.7
637,530330012001016,52.0,872.4
638,530330012001017,57.0,1078.3
639,530330012001018,68.0,1187.4
640,530330012001019,65.0,1179.7
641,530330012001020,76.0,976.1
642,530330012001021,66.0,1076.0
643,530330012001022,66.0,1283.8
644,530330012002000,539.0,752.8
645,530330012002001,60.0,773.5
646,530330012002002,162.0,1080.6
647,530330012002003,63.0,1179.7
648,530330012002004,63.0,976.0
649,530330012002005,64.0,874.3
650,530330012002006,63.0,1075.9
651,530330012002007,135.0,1420.9
652,530330012003000,390.0,298.8
653,530330012003001,10.0,374.6
654,530330012003002,591.0,893.1
655,530330012003003,358.0,977.5
656,530330012004000,393.0,1091.7
657,530330012004001,668.0,1204.3
658,530330012004002,156.0,1190.5
659,530330012005002,450.0,1473.7
660,530330012005005,122.0,1653.4
661,530330012005011,806.0,973.7
662,530330012005013,139.0,1077.8
663,530330013001000,55.0,923.6
664,530330013001001,47.0,866.9
665,530330013001002,17.0,670.7
666,530330013001003,63.0,889.8
667,530330013001004,81.0,522.0
668,530330013001005,91.0,422.6
669,530330013001006,70.0,218.4
670,530330013001007,68.0,318.5
671,530330013001008,65.0,362.2
672,530330013001009,74.0,737.0
673,530330013001010,302.0,821.8
674,530330013001012,66.0,712.6
675,530330013001013,85.0,575.2
676,530330013001014,70.0,318.6
677,530330013001015,74.0,197.4
678,530330013001016,53.0,843.5
679,530330013001020,53.0,1097.6
680,530330013001021,51.0,1006.1
681,530330013001022,51.0,801.7
682,530330013001023,74.0,514.9
683,530330013001024,83.0,398.8
684,530330013002000,236.0,419.1
685,530330013002001,129.0,514.3
686,530330013002002,146.0,770.0
687,530330013002003,53.0,701.5
688,530330013002004,44.0,801.3
689,530330013002005,32.0,901.0
690,530330013002006,101.0,814.1
691,530330013002007,138.0,813.2
692,530330013002008,126.0,314.4
693,530330013002009,64.0,216.4
694,530330013002010,97.0,773.9
695,530330013002011,74.0,895.6
696,530330013002012,52.0,977.8
697,530330013002013,69.0,772.8
698,530330013003001,35.0,1011.8
699,530330013003002,61.0,1016.0
700,530330013003003,62.0,883.5
701,530330013003004,108.0,484.6
702,530330013003005,146.0,472.6
703,530330013003006,34.0,1004.1
704,530330013003007,26.0,986.7
705,530330013003008,55.0,1018.6
706,530330013003009,70.0,739.9
707,530330013003010,2.0,389.8
708,530330013003014,19.0,555.8
709,530330013003015,123.0,898.4
710,530330013003016,53.0,969.4
711,530330013003017,171.0,1070.1
712,530330013003018,121.0,1043.6
713,530330013003020,150.0,683.6
714,530330013003021,150.0,563.3
715,530330014001000,50.0,1732.3
716,530330014001001,40.0,1726.8
717,530330014001002,64.0,1627.4
718,530330014001003,180.0,1477.5
719,530330014001004,125.0,1526.7
720,530330014001005,32.0,1619.6
721,530330014001006,29.0,1450.0
722,530330014001007,16.0,1487.6
723,530330014001008,41.0,1280.6
724,530330014001009,45.0,1375.6
725,530330014001010,46.0,1704.4
726,530330014001011,62.0,1529.2
727,530330014001012,100.0,1675.2
728,530330014001013,113.0,1323.4
729,530330014001014,41.0,1421.0
730,530330014001015,40.0,1224.6
731,530330014001016,5.0,1349.6
732,530330014001017,43.0,1066.3
733,530330014002000,32.0,1325.5
734,530330014002001,40.0,1268.8
735,530330014002002,43.0,1224.0
736,530330014002003,132.0,1470.3
737,530330014002004,116.0,1121.2
738,530330014002005,54.0,1220.7
739,530330014002006,44.0,1024.2
740,530330014002007,70.0,925.5
741,530330014002008,40.0,949.9
742,530330014002009,74.0,1246.8
743,530330014002010,1.0,1230.3
744,530330014002011,38.0,724.9
745,530330014002012,49.0,822.5
746,530330014002013,52.0,964.5
747,530330014002014,109.0,866.3
748,530330014002015,46.0,910.5
749,530330014002016,36.0,967.6
750,530330014002017,67.0,1067.0
751,530330014002018,28.0,1025.3
752,530330014003000,78.0,842.7
753,530330014003001,47.0,676.0
754,530330014003002,262.0,234.4
755,530330014003003,54.0,564.6
756,530330014003004,90.0,528.3
757,530330014003005,90.0,529.7
758,530330014003006,47.0,502.5
759,530330014003007,40.0,402.9
760,530330014003009,44.0,234.8
761,530330014003010,254.0,88.4
762,530330014003011,56.0,374.0
763,530330014003012,129.0,608.8
764,530330014003013,169.0,783.0
765,530330014004000,217.0,1533.3
766,530330014004001,110.0,1011.8
767,530330014004002,107.0,1328.9
768,530330014004003,40.0,1229.1
769,530330014004005,90.0,813.6
770,530330014004006,51.0,982.7
771,530330014004007,50.0,1081.1
772,530330014004008,54.0,1357.3
773,530330014004009,35.0,729.6
774,530330014004010,45.0,630.9
775,530330014004011,100.0,603.7
776,530330014004012,112.0,893.5
777,530330014004013,38.0,781.4
778,530330014004014,43.0,831.4
779,530330014004015,85.0,843.5
780,530330014004017,36.0,644.3
781,530330014004018,9.0,709.2
782,530330014004019,68.0,928.5
783,530330014004020,55.0,679.7
784,530330015001000,15.0,1826.8
785,530330015001001,48.0,1857.4
786,530330015001002,18.0,2028.5
787,530330015001003,10.0,2136.3
788,530330015001004,11.0,2292.1
789,530330015001005,12.0,2425.8
790,530330015001006,36.0,2259.7
791,530330015001007,31.0,2092.3
792,530330015001008,69.0,2200.8
793,530330015001009,63.0,1816.0
794,530330015001011,77.0,1887.0
795,530330015001012,38.0,1889.3
796,530330015001013,29.0,2273.3
797,530330015001014,96.0,1799.5
798,530330015001015,98.0,1976.3
799,530330015001016,255.0,1564.8
800,530330015001017,20.0,1447.5
801,530330015001018,43.0,1152.1
802,530330015001019,29.0,1174.5
803,530330015001020,84.0,1394.4
804,530330015001021,45.0,1477.8
805,530330015001022,78.0,1622.6
806,530330015002000,87.0,2525.4
807,530330015002002,112.0,2721.9
808,530330015002003,18.0,2553.2
809,530330015002004,58.0,3050.0
810,530330015002005,17.0,2883.4
811,530330015002006,66.0,2228.7
812,530330015002007,377.0,2164.9
813,530330015002008,66.0,1836.4
814,530330015002009,71.0,1532.4
815,530330015002010,129.0,2348.7
816,530330015002011,26.0,2102.5
817,530330015002012,70.0,1986.7
818,530330015002013,34.0,2217.7
819,530330015002014,26.0,3114.2
820,530330015002015,76.0,1899.9
821,530330015002016,16.0,2071.8
822,530330016001000,6.0,1596.8
823,530330016001003,316.0,1635.3
824,530330016001004,46.0,1567.7
825,530330016001006,43.0,1477.1
826,530330016001008,55.0,1977.4
827,530330016001009,36.0,1170.5
828,530330016001010,104.0,1526.9
829,530330016001011,22.0,1350.6
830,530330016001012,22.0,1403.0
831,530330016001013,137.0,1280.7
832,530330016001014,37.0,1079.3
833,530330016001015,108.0,803.8
834,530330016001016,89.0,803.9
835,530330016001017,133.0,1076.1
836,530330016001018,20.0,1246.5
837,530330016001019,135.0,1813.3
838,530330016001020,33.0,1402.1
